window_id,has_start,start_idx,start_norm,has_end,end_idx,end_norm
526,1,32,0.14414414414414414,1,20,0.09009009009009009
527,1,24,0.10810810810810811,1,204,0.918918918918919
528,1,4,0.018018018018018018,1,184,0.8288288288288288
529,1,177,0.7972972972972973,1,164,0.7387387387387387
530,1,157,0.7072072072072072,1,144,0.6486486486486487
531,1,137,0.6171171171171171,1,124,0.5585585585585585
532,1,117,0.527027027027027,1,104,0.46846846846846846
533,1,97,0.4369369369369369,1,84,0.3783783783783784
534,1,77,0.34684684684684686,1,64,0.2882882882882883
535,1,57,0.25675675675675674,1,44,0.1981981981981982
536,1,37,0.16666666666666666,1,24,0.10810810810810811
537,1,17,0.07657657657657657,1,4,0.018018018018018018
538,0,-1,-1.0,0,-1,-1.0
539,0,-1,-1.0,0,-1,-1.0
540,0,-1,-1.0,1,211,0.9504504504504504
541,1,204,0.918918918918919,1,191,0.8603603603603603
542,1,184,0.8288288288288288,1,171,0.7702702702702703
543,1,164,0.7387387387387387,1,151,0.6801801801801802
544,1,144,0.6486486486486487,1,131,0.5900900900900901
545,1,124,0.5585585585585585,1,111,0.5
546,1,104,0.46846846846846846,1,91,0.4099099099099099
547,1,84,0.3783783783783784,1,71,0.31981981981981983
548,1,64,0.2882882882882883,1,51,0.22972972972972974
549,1,44,0.1981981981981982,1,31,0.13963963963963963
550,1,24,0.10810810810810811,1,11,0.04954954954954955
551,1,4,0.018018018018018018,1,165,0.7432432432432432
552,1,158,0.7117117117117117,1,145,0.6531531531531531
553,1,138,0.6216216216216216,1,125,0.5630630630630631
554,1,118,0.5315315315315315,1,105,0.47297297297297297
555,1,98,0.44144144144144143,1,85,0.38288288288288286
556,1,78,0.35135135135135137,1,65,0.2927927927927928
557,1,58,0.26126126126126126,1,45,0.20270270270270271
558,1,38,0.17117117117117117,1,25,0.11261261261261261
559,1,18,0.08108108108108109,1,5,0.02252252252252252
560,0,-1,-1.0,0,-1,-1.0
561,0,-1,-1.0,1,220,0.990990990990991
562,0,-1,-1.0,1,200,0.9009009009009009
563,1,22,0.0990990990990991,0,-1,-1.0
564,1,2,0.009009009009009009,0,-1,-1.0
565,0,-1,-1.0,0,-1,-1.0
566,0,-1,-1.0,1,215,0.9684684684684685
567,1,207,0.9324324324324325,1,195,0.8783783783783784
568,1,187,0.8423423423423423,1,175,0.7882882882882883
569,1,167,0.7522522522522522,1,155,0.6981981981981982
570,1,147,0.6621621621621622,1,135,0.6081081081081081
571,1,127,0.5720720720720721,1,115,0.5180180180180181
572,1,107,0.481981981981982,1,95,0.42792792792792794
573,1,87,0.3918918918918919,1,75,0.33783783783783783
574,1,67,0.30180180180180183,1,55,0.24774774774774774
575,1,47,0.21171171171171171,1,35,0.15765765765765766
576,1,27,0.12162162162162163,1,15,0.06756756756756757
577,1,7,0.03153153153153153,0,-1,-1.0
578,0,-1,-1.0,1,213,0.9594594594594594
579,1,205,0.9234234234234234,1,193,0.8693693693693694
580,1,185,0.8333333333333334,1,173,0.7792792792792793
581,1,165,0.7432432432432432,1,153,0.6891891891891891
582,1,145,0.6531531531531531,1,133,0.5990990990990991
583,1,125,0.5630630630630631,1,113,0.509009009009009
584,1,105,0.47297297297297297,1,93,0.4189189189189189
585,1,85,0.38288288288288286,1,73,0.32882882882882886
586,1,65,0.2927927927927928,1,53,0.23873873873873874
587,1,45,0.20270270270270271,1,33,0.14864864864864866
588,1,25,0.11261261261261261,1,13,0.05855855855855856
589,1,5,0.02252252252252252,1,165,0.7432432432432432
590,1,157,0.7072072072072072,1,145,0.6531531531531531
591,1,137,0.6171171171171171,1,125,0.5630630630630631
592,1,117,0.527027027027027,1,105,0.47297297297297297
593,1,97,0.4369369369369369,1,85,0.38288288288288286
594,1,77,0.34684684684684686,1,65,0.2927927927927928
595,1,57,0.25675675675675674,1,45,0.20270270270270271
596,1,37,0.16666666666666666,1,25,0.11261261261261261
597,1,17,0.07657657657657657,1,5,0.02252252252252252
598,0,-1,-1.0,0,-1,-1.0
599,0,-1,-1.0,0,-1,-1.0
600,0,-1,-1.0,0,-1,-1.0
601,0,-1,-1.0,1,221,0.9954954954954955
602,0,-1,-1.0,1,201,0.9054054054054054
603,1,72,0.32432432432432434,0,-1,-1.0
604,1,52,0.23423423423423423,0,-1,-1.0
605,1,32,0.14414414414414414,0,-1,-1.0
606,1,12,0.05405405405405406,0,-1,-1.0
607,0,-1,-1.0,1,219,0.9864864864864865
608,0,-1,-1.0,1,199,0.8963963963963963
609,1,216,0.972972972972973,1,179,0.8063063063063063
610,1,196,0.8828828828828829,1,159,0.7162162162162162
611,1,176,0.7927927927927928,1,139,0.6261261261261262
612,1,156,0.7027027027027027,1,119,0.536036036036036
613,1,136,0.6126126126126126,1,99,0.44594594594594594
614,1,116,0.5225225225225225,1,79,0.35585585585585583
615,1,96,0.43243243243243246,1,59,0.26576576576576577
616,1,76,0.34234234234234234,1,39,0.17567567567567569
617,1,56,0.25225225225225223,1,19,0.08558558558558559
618,1,36,0.16216216216216217,1,216,0.972972972972973
619,1,16,0.07207207207207207,1,196,0.8828828828828829
620,1,213,0.9594594594594594,1,176,0.7927927927927928
621,1,193,0.8693693693693694,1,156,0.7027027027027027
622,1,173,0.7792792792792793,1,136,0.6126126126126126
623,1,153,0.6891891891891891,1,116,0.5225225225225225
624,1,133,0.5990990990990991,1,96,0.43243243243243246
625,1,113,0.509009009009009,1,76,0.34234234234234234
626,1,93,0.4189189189189189,1,56,0.25225225225225223
627,1,73,0.32882882882882886,1,36,0.16216216216216217
628,1,53,0.23873873873873874,1,16,0.07207207207207207
629,1,33,0.14864864864864866,0,-1,-1.0
630,1,13,0.05855855855855856,0,-1,-1.0
631,0,-1,-1.0,0,-1,-1.0
632,0,-1,-1.0,0,-1,-1.0
633,0,-1,-1.0,0,-1,-1.0
634,0,-1,-1.0,0,-1,-1.0
635,0,-1,-1.0,1,209,0.9414414414414415
636,0,-1,-1.0,1,189,0.8513513513513513
637,1,206,0.9279279279279279,1,169,0.7612612612612613
638,1,186,0.8378378378378378,1,149,0.6711711711711712
639,1,166,0.7477477477477478,1,129,0.581081081081081
640,1,146,0.6576576576576577,1,109,0.49099099099099097
641,1,126,0.5675675675675675,1,89,0.4009009009009009
642,1,106,0.4774774774774775,1,69,0.3108108108108108
643,1,86,0.38738738738738737,1,49,0.22072072072072071
644,1,66,0.2972972972972973,1,29,0.13063063063063063
645,1,46,0.2072072072072072,1,9,0.04054054054054054
646,1,26,0.11711711711711711,0,-1,-1.0
647,1,6,0.02702702702702703,0,-1,-1.0
648,0,-1,-1.0,0,-1,-1.0
649,0,-1,-1.0,0,-1,-1.0
650,0,-1,-1.0,1,207,0.9324324324324325
651,1,76,0.34234234234234234,0,-1,-1.0
652,1,56,0.25225225225225223,0,-1,-1.0
653,1,36,0.16216216216216217,0,-1,-1.0
654,1,16,0.07207207207207207,0,-1,-1.0
655,0,-1,-1.0,0,-1,-1.0
656,0,-1,-1.0,0,-1,-1.0
657,0,-1,-1.0,1,222,1.0
658,0,-1,-1.0,1,202,0.9099099099099099
659,1,221,0.9954954954954955,1,182,0.8198198198198198
660,1,201,0.9054054054054054,1,162,0.7297297297297297
661,1,181,0.8153153153153153,1,142,0.6396396396396397
662,1,161,0.7252252252252253,1,122,0.5495495495495496
663,1,141,0.6351351351351351,1,102,0.4594594594594595
664,1,121,0.545045045045045,1,82,0.36936936936936937
665,1,101,0.45495495495495497,1,62,0.27927927927927926
666,1,81,0.36486486486486486,1,42,0.1891891891891892
667,1,61,0.2747747747747748,1,22,0.0990990990990991
668,1,41,0.18468468468468469,1,2,0.009009009009009009
669,1,21,0.0945945945945946,1,200,0.9009009009009009
670,1,1,0.0045045045045045045,1,180,0.8108108108108109
671,1,199,0.8963963963963963,1,160,0.7207207207207207
672,1,179,0.8063063063063063,1,140,0.6306306306306306
673,1,159,0.7162162162162162,1,120,0.5405405405405406
674,1,139,0.6261261261261262,1,100,0.45045045045045046
675,1,119,0.536036036036036,1,80,0.36036036036036034
676,1,99,0.44594594594594594,1,60,0.2702702702702703
677,1,79,0.35585585585585583,1,40,0.18018018018018017
678,1,59,0.26576576576576577,1,20,0.09009009009009009
679,1,39,0.17567567567567569,1,0,0.0
680,1,19,0.08558558558558559,0,-1,-1.0
681,0,-1,-1.0,0,-1,-1.0
682,0,-1,-1.0,0,-1,-1.0
683,0,-1,-1.0,1,204,0.918918918918919
684,0,-1,-1.0,1,184,0.8288288288288288
685,1,30,0.13513513513513514,0,-1,-1.0
686,1,10,0.04504504504504504,0,-1,-1.0
687,0,-1,-1.0,1,220,0.990990990990991
688,1,216,0.972972972972973,1,200,0.9009009009009009
689,1,196,0.8828828828828829,1,180,0.8108108108108109
690,1,176,0.7927927927927928,1,160,0.7207207207207207
691,1,156,0.7027027027027027,1,140,0.6306306306306306
692,1,136,0.6126126126126126,1,120,0.5405405405405406
693,1,116,0.5225225225225225,1,100,0.45045045045045046
694,1,96,0.43243243243243246,1,80,0.36036036036036034
695,1,76,0.34234234234234234,1,60,0.2702702702702703
696,1,56,0.25225225225225223,1,40,0.18018018018018017
697,1,36,0.16216216216216217,1,20,0.09009009009009009
698,1,16,0.07207207207207207,1,0,0.0
699,0,-1,-1.0,0,-1,-1.0
700,1,222,1.0,1,206,0.9279279279279279
701,1,202,0.9099099099099099,1,186,0.8378378378378378
702,1,182,0.8198198198198198,1,166,0.7477477477477478
703,1,162,0.7297297297297297,1,146,0.6576576576576577
704,1,142,0.6396396396396397,1,126,0.5675675675675675
705,1,122,0.5495495495495496,1,106,0.4774774774774775
706,1,102,0.4594594594594595,1,86,0.38738738738738737
707,1,82,0.36936936936936937,1,66,0.2972972972972973
708,1,62,0.27927927927927926,1,46,0.2072072072072072
709,1,42,0.1891891891891892,1,26,0.11711711711711711
710,1,22,0.0990990990990991,1,6,0.02702702702702703
711,1,2,0.009009009009009009,0,-1,-1.0
712,0,-1,-1.0,1,205,0.9234234234234234
713,1,22,0.0990990990990991,0,-1,-1.0
714,1,2,0.009009009009009009,0,-1,-1.0
715,0,-1,-1.0,0,-1,-1.0
716,0,-1,-1.0,1,217,0.9774774774774775
717,1,209,0.9414414414414415,1,197,0.8873873873873874
718,1,189,0.8513513513513513,1,177,0.7972972972972973
719,1,169,0.7612612612612613,1,157,0.7072072072072072
720,1,149,0.6711711711711712,1,137,0.6171171171171171
721,1,129,0.581081081081081,1,117,0.527027027027027
722,1,109,0.49099099099099097,1,97,0.4369369369369369
723,1,89,0.4009009009009009,1,77,0.34684684684684686
724,1,69,0.3108108108108108,1,57,0.25675675675675674
725,1,49,0.22072072072072071,1,37,0.16666666666666666
726,1,29,0.13063063063063063,1,17,0.07657657657657657
727,1,9,0.04054054054054054,0,-1,-1.0
728,0,-1,-1.0,0,-1,-1.0
729,1,219,0.9864864864864865,1,207,0.9324324324324325
730,1,199,0.8963963963963963,1,187,0.8423423423423423
731,1,179,0.8063063063063063,1,167,0.7522522522522522
732,1,159,0.7162162162162162,1,147,0.6621621621621622
733,1,139,0.6261261261261262,1,127,0.5720720720720721
734,1,119,0.536036036036036,1,107,0.481981981981982
735,1,99,0.44594594594594594,1,87,0.3918918918918919
736,1,79,0.35585585585585583,1,67,0.30180180180180183
737,1,59,0.26576576576576577,1,47,0.21171171171171171
738,1,39,0.17567567567567569,1,27,0.12162162162162163
739,1,19,0.08558558558558559,1,7,0.03153153153153153
740,1,40,0.18018018018018017,0,-1,-1.0
741,1,20,0.09009009009009009,0,-1,-1.0
742,1,0,0.0,0,-1,-1.0
743,0,-1,-1.0,0,-1,-1.0
744,0,-1,-1.0,0,-1,-1.0
745,0,-1,-1.0,0,-1,-1.0
746,0,-1,-1.0,0,-1,-1.0
747,0,-1,-1.0,1,218,0.9819819819819819
748,1,219,0.9864864864864865,1,198,0.8918918918918919
749,1,199,0.8963963963963963,1,178,0.8018018018018018
750,1,179,0.8063063063063063,1,158,0.7117117117117117
751,1,159,0.7162162162162162,1,138,0.6216216216216216
752,1,139,0.6261261261261262,1,118,0.5315315315315315
753,1,119,0.536036036036036,1,98,0.44144144144144143
754,1,99,0.44594594594594594,1,78,0.35135135135135137
755,1,79,0.35585585585585583,1,58,0.26126126126126126
756,1,59,0.26576576576576577,1,38,0.17117117117117117
757,1,39,0.17567567567567569,1,18,0.08108108108108109
758,1,19,0.08558558558558559,0,-1,-1.0
759,0,-1,-1.0,1,207,0.9324324324324325
760,1,208,0.9369369369369369,1,187,0.8423423423423423
761,1,188,0.8468468468468469,1,167,0.7522522522522522
762,1,168,0.7567567567567568,1,147,0.6621621621621622
763,1,148,0.6666666666666666,1,127,0.5720720720720721
764,1,128,0.5765765765765766,1,107,0.481981981981982
765,1,108,0.4864864864864865,1,87,0.3918918918918919
766,1,88,0.3963963963963964,1,67,0.30180180180180183
767,1,68,0.3063063063063063,1,47,0.21171171171171171
768,1,48,0.21621621621621623,1,27,0.12162162162162163
769,1,28,0.12612612612612611,1,7,0.03153153153153153
770,1,8,0.036036036036036036,0,-1,-1.0
771,0,-1,-1.0,0,-1,-1.0
772,0,-1,-1.0,1,207,0.9324324324324325
773,1,208,0.9369369369369369,1,187,0.8423423423423423
774,1,188,0.8468468468468469,1,167,0.7522522522522522
775,1,168,0.7567567567567568,1,147,0.6621621621621622
776,1,148,0.6666666666666666,1,127,0.5720720720720721
777,1,128,0.5765765765765766,1,107,0.481981981981982
778,1,108,0.4864864864864865,1,87,0.3918918918918919
779,1,88,0.3963963963963964,1,67,0.30180180180180183
780,1,68,0.3063063063063063,1,47,0.21171171171171171
781,1,48,0.21621621621621623,1,27,0.12162162162162163
782,1,28,0.12612612612612611,1,7,0.03153153153153153
783,1,8,0.036036036036036036,0,-1,-1.0
784,1,72,0.32432432432432434,0,-1,-1.0
785,1,52,0.23423423423423423,1,214,0.963963963963964
786,1,32,0.14414414414414414,1,194,0.8738738738738738
787,1,12,0.05405405405405406,1,174,0.7837837837837838
788,1,191,0.8603603603603603,1,154,0.6936936936936937
789,1,171,0.7702702702702703,1,134,0.6036036036036037
790,1,151,0.6801801801801802,1,114,0.5135135135135135
791,1,131,0.5900900900900901,1,94,0.42342342342342343
792,1,111,0.5,1,74,0.3333333333333333
793,1,91,0.4099099099099099,1,54,0.24324324324324326
794,1,71,0.31981981981981983,1,34,0.15315315315315314
795,1,51,0.22972972972972974,1,14,0.06306306306306306
796,1,31,0.13963963963963963,1,184,0.8288288288288288
797,1,11,0.04954954954954955,1,164,0.7387387387387387
798,1,181,0.8153153153153153,1,144,0.6486486486486487
799,1,161,0.7252252252252253,1,124,0.5585585585585585
800,1,141,0.6351351351351351,1,104,0.46846846846846846
801,1,121,0.545045045045045,1,84,0.3783783783783784
802,1,101,0.45495495495495497,1,64,0.2882882882882883
803,1,81,0.36486486486486486,1,44,0.1981981981981982
804,1,61,0.2747747747747748,1,24,0.10810810810810811
805,1,41,0.18468468468468469,1,4,0.018018018018018018
806,1,21,0.0945945945945946,1,189,0.8513513513513513
807,1,50,0.22522522522522523,0,-1,-1.0
808,1,30,0.13513513513513514,0,-1,-1.0
809,1,10,0.04504504504504504,0,-1,-1.0
810,0,-1,-1.0,0,-1,-1.0
811,0,-1,-1.0,0,-1,-1.0
812,0,-1,-1.0,1,203,0.9144144144144144
813,1,209,0.9414414414414415,1,183,0.8243243243243243
814,1,189,0.8513513513513513,1,163,0.7342342342342343
815,1,169,0.7612612612612613,1,143,0.6441441441441441
816,1,149,0.6711711711711712,1,123,0.5540540540540541
817,1,129,0.581081081081081,1,103,0.46396396396396394
818,1,109,0.49099099099099097,1,83,0.3738738738738739
819,1,89,0.4009009009009009,1,63,0.28378378378378377
820,1,69,0.3108108108108108,1,43,0.19369369369369369
821,1,49,0.22072072072072071,1,23,0.1036036036036036
822,1,29,0.13063063063063063,1,3,0.013513513513513514
823,1,9,0.04054054054054054,0,-1,-1.0
824,0,-1,-1.0,1,216,0.972972972972973
825,1,222,1.0,1,196,0.8828828828828829
826,1,202,0.9099099099099099,1,176,0.7927927927927928
827,1,182,0.8198198198198198,1,156,0.7027027027027027
828,1,162,0.7297297297297297,1,136,0.6126126126126126
829,1,142,0.6396396396396397,1,116,0.5225225225225225
830,1,122,0.5495495495495496,1,96,0.43243243243243246
831,1,102,0.4594594594594595,1,76,0.34234234234234234
832,1,82,0.36936936936936937,1,56,0.25225225225225223
833,1,62,0.27927927927927926,1,36,0.16216216216216217
834,1,42,0.1891891891891892,1,16,0.07207207207207207
835,1,22,0.0990990990990991,1,216,0.972972972972973
836,1,76,0.34234234234234234,0,-1,-1.0
837,1,56,0.25225225225225223,0,-1,-1.0
838,1,36,0.16216216216216217,0,-1,-1.0
839,1,16,0.07207207207207207,0,-1,-1.0
840,0,-1,-1.0,0,-1,-1.0
841,0,-1,-1.0,0,-1,-1.0
842,0,-1,-1.0,0,-1,-1.0
843,0,-1,-1.0,0,-1,-1.0
844,0,-1,-1.0,1,207,0.9324324324324325
845,0,-1,-1.0,1,187,0.8423423423423423
846,1,206,0.9279279279279279,1,167,0.7522522522522522
847,1,186,0.8378378378378378,1,147,0.6621621621621622
848,1,166,0.7477477477477478,1,127,0.5720720720720721
849,1,146,0.6576576576576577,1,107,0.481981981981982
850,1,126,0.5675675675675675,1,87,0.3918918918918919
851,1,106,0.4774774774774775,1,67,0.30180180180180183
852,1,86,0.38738738738738737,1,47,0.21171171171171171
853,1,66,0.2972972972972973,1,27,0.12162162162162163
854,1,46,0.2072072072072072,1,7,0.03153153153153153
855,1,26,0.11711711711711711,0,-1,-1.0
856,1,6,0.02702702702702703,0,-1,-1.0
857,0,-1,-1.0,0,-1,-1.0
858,0,-1,-1.0,0,-1,-1.0
859,0,-1,-1.0,1,221,0.9954954954954955
860,0,-1,-1.0,1,201,0.9054054054054054
861,1,220,0.990990990990991,1,181,0.8153153153153153
862,1,200,0.9009009009009009,1,161,0.7252252252252253
863,1,180,0.8108108108108109,1,141,0.6351351351351351
864,1,160,0.7207207207207207,1,121,0.545045045045045
865,1,140,0.6306306306306306,1,101,0.45495495495495497
866,1,120,0.5405405405405406,1,81,0.36486486486486486
867,1,100,0.45045045045045046,1,61,0.2747747747747748
868,1,80,0.36036036036036034,1,41,0.18468468468468469
869,1,60,0.2702702702702703,1,21,0.0945945945945946
870,1,40,0.18018018018018017,1,1,0.0045045045045045045
871,1,20,0.09009009009009009,1,178,0.8018018018018018
872,1,0,0.0,1,158,0.7117117117117117
873,1,177,0.7972972972972973,1,138,0.6216216216216216
874,1,157,0.7072072072072072,1,118,0.5315315315315315
875,1,137,0.6171171171171171,1,98,0.44144144144144143
876,1,117,0.527027027027027,1,78,0.35135135135135137
877,1,97,0.4369369369369369,1,58,0.26126126126126126
878,1,77,0.34684684684684686,1,38,0.17117117117117117
879,1,57,0.25675675675675674,1,18,0.08108108108108109
880,1,37,0.16666666666666666,0,-1,-1.0
881,1,17,0.07657657657657657,0,-1,-1.0
882,0,-1,-1.0,0,-1,-1.0
883,0,-1,-1.0,0,-1,-1.0
884,0,-1,-1.0,0,-1,-1.0
885,1,68,0.3063063063063063,0,-1,-1.0
886,1,48,0.21621621621621623,0,-1,-1.0
887,1,28,0.12612612612612611,0,-1,-1.0
888,1,8,0.036036036036036036,0,-1,-1.0
889,0,-1,-1.0,0,-1,-1.0
890,0,-1,-1.0,0,-1,-1.0
891,0,-1,-1.0,0,-1,-1.0
892,0,-1,-1.0,0,-1,-1.0
893,0,-1,-1.0,0,-1,-1.0
894,0,-1,-1.0,1,207,0.9324324324324325
895,1,222,1.0,1,187,0.8423423423423423
896,1,202,0.9099099099099099,1,167,0.7522522522522522
897,1,182,0.8198198198198198,1,147,0.6621621621621622
898,1,162,0.7297297297297297,1,127,0.5720720720720721
899,1,142,0.6396396396396397,1,107,0.481981981981982
900,1,122,0.5495495495495496,1,87,0.3918918918918919
901,1,102,0.4594594594594595,1,67,0.30180180180180183
902,1,82,0.36936936936936937,1,47,0.21171171171171171
903,1,62,0.27927927927927926,1,27,0.12162162162162163
904,1,42,0.1891891891891892,1,7,0.03153153153153153
905,1,22,0.0990990990990991,1,188,0.8468468468468469
906,1,2,0.009009009009009009,1,168,0.7567567567567568
907,1,183,0.8243243243243243,1,148,0.6666666666666666
908,1,163,0.7342342342342343,1,128,0.5765765765765766
909,1,143,0.6441441441441441,1,108,0.4864864864864865
910,1,123,0.5540540540540541,1,88,0.3963963963963964
911,1,103,0.46396396396396394,1,68,0.3063063063063063
912,1,83,0.3738738738738739,1,48,0.21621621621621623
913,1,63,0.28378378378378377,1,28,0.12612612612612611
914,1,43,0.19369369369369369,1,8,0.036036036036036036
915,1,23,0.1036036036036036,1,166,0.7477477477477478
916,1,3,0.013513513513513514,1,146,0.6576576576576577
917,1,161,0.7252252252252253,1,126,0.5675675675675675
918,1,141,0.6351351351351351,1,106,0.4774774774774775
919,1,121,0.545045045045045,1,86,0.38738738738738737
920,1,101,0.45495495495495497,1,66,0.2972972972972973
921,1,81,0.36486486486486486,1,46,0.2072072072072072
922,1,61,0.2747747747747748,1,26,0.11711711711711711
923,1,41,0.18468468468468469,1,6,0.02702702702702703
924,1,21,0.0945945945945946,0,-1,-1.0
925,1,1,0.0045045045045045045,0,-1,-1.0
926,0,-1,-1.0,1,219,0.9864864864864865
927,1,52,0.23423423423423423,0,-1,-1.0
928,1,32,0.14414414414414414,0,-1,-1.0
929,1,12,0.05405405405405406,0,-1,-1.0
930,0,-1,-1.0,1,221,0.9954954954954955
931,0,-1,-1.0,1,201,0.9054054054054054
932,1,208,0.9369369369369369,1,181,0.8153153153153153
933,1,188,0.8468468468468469,1,161,0.7252252252252253
934,1,168,0.7567567567567568,1,141,0.6351351351351351
935,1,148,0.6666666666666666,1,121,0.545045045045045
936,1,128,0.5765765765765766,1,101,0.45495495495495497
937,1,108,0.4864864864864865,1,81,0.36486486486486486
938,1,88,0.3963963963963964,1,61,0.2747747747747748
939,1,68,0.3063063063063063,1,41,0.18468468468468469
940,1,48,0.21621621621621623,1,21,0.0945945945945946
941,1,28,0.12612612612612611,1,1,0.0045045045045045045
942,1,8,0.036036036036036036,0,-1,-1.0
943,0,-1,-1.0,0,-1,-1.0
944,0,-1,-1.0,0,-1,-1.0
945,0,-1,-1.0,0,-1,-1.0
946,0,-1,-1.0,0,-1,-1.0
947,0,-1,-1.0,1,205,0.9234234234234234
948,1,212,0.954954954954955,1,185,0.8333333333333334
949,1,192,0.8648648648648649,1,165,0.7432432432432432
950,1,172,0.7747747747747747,1,145,0.6531531531531531
951,1,152,0.6846846846846847,1,125,0.5630630630630631
952,1,132,0.5945945945945946,1,105,0.47297297297297297
953,1,112,0.5045045045045045,1,85,0.38288288288288286
954,1,92,0.4144144144144144,1,65,0.2927927927927928
955,1,72,0.32432432432432434,1,45,0.20270270270270271
956,1,52,0.23423423423423423,1,25,0.11261261261261261
957,1,32,0.14414414414414414,1,5,0.02252252252252252
958,1,12,0.05405405405405406,1,213,0.9594594594594594
959,1,74,0.3333333333333333,0,-1,-1.0
960,1,54,0.24324324324324326,0,-1,-1.0
961,1,34,0.15315315315315314,0,-1,-1.0
962,1,14,0.06306306306306306,0,-1,-1.0
963,0,-1,-1.0,1,206,0.9279279279279279
964,0,-1,-1.0,1,186,0.8378378378378378
965,1,204,0.918918918918919,1,166,0.7477477477477478
966,1,184,0.8288288288288288,1,146,0.6576576576576577
967,1,164,0.7387387387387387,1,126,0.5675675675675675
968,1,144,0.6486486486486487,1,106,0.4774774774774775
969,1,124,0.5585585585585585,1,86,0.38738738738738737
970,1,104,0.46846846846846846,1,66,0.2972972972972973
971,1,84,0.3783783783783784,1,46,0.2072072072072072
972,1,64,0.2882882882882883,1,26,0.11711711711711711
973,1,44,0.1981981981981982,1,6,0.02702702702702703
974,1,24,0.10810810810810811,1,179,0.8063063063063063
975,1,4,0.018018018018018018,1,159,0.7162162162162162
976,1,177,0.7972972972972973,1,139,0.6261261261261262
977,1,157,0.7072072072072072,1,119,0.536036036036036
978,1,137,0.6171171171171171,1,99,0.44594594594594594
979,1,117,0.527027027027027,1,79,0.35585585585585583
980,1,97,0.4369369369369369,1,59,0.26576576576576577
981,1,77,0.34684684684684686,1,39,0.17567567567567569
982,1,57,0.25675675675675674,1,19,0.08558558558558559
983,1,37,0.16666666666666666,1,203,0.9144144144144144
984,1,17,0.07657657657657657,1,183,0.8243243243243243
985,1,60,0.2702702702702703,0,-1,-1.0
986,1,40,0.18018018018018017,0,-1,-1.0
987,1,20,0.09009009009009009,0,-1,-1.0
988,1,0,0.0,0,-1,-1.0
989,0,-1,-1.0,0,-1,-1.0
990,0,-1,-1.0,0,-1,-1.0
991,0,-1,-1.0,1,211,0.9504504504504504
992,1,222,1.0,1,191,0.8603603603603603
993,1,202,0.9099099099099099,1,171,0.7702702702702703
994,1,182,0.8198198198198198,1,151,0.6801801801801802
995,1,162,0.7297297297297297,1,131,0.5900900900900901
996,1,142,0.6396396396396397,1,111,0.5
997,1,122,0.5495495495495496,1,91,0.4099099099099099
998,1,102,0.4594594594594595,1,71,0.31981981981981983
999,1,82,0.36936936936936937,1,51,0.22972972972972974
1000,1,62,0.27927927927927926,1,31,0.13963963963963963
1001,1,42,0.1891891891891892,1,11,0.04954954954954955
1002,1,22,0.0990990990990991,1,203,0.9144144144144144
1003,1,2,0.009009009009009009,1,183,0.8243243243243243
1004,1,194,0.8738738738738738,1,163,0.7342342342342343
1005,1,174,0.7837837837837838,1,143,0.6441441441441441
1006,1,154,0.6936936936936937,1,123,0.5540540540540541
1007,1,134,0.6036036036036037,1,103,0.46396396396396394
1008,1,114,0.5135135135135135,1,83,0.3738738738738739
1009,1,94,0.42342342342342343,1,63,0.28378378378378377
1010,1,74,0.3333333333333333,1,43,0.19369369369369369
1011,1,54,0.24324324324324326,1,23,0.1036036036036036
1012,1,34,0.15315315315315314,1,3,0.013513513513513514
1013,1,14,0.06306306306306306,0,-1,-1.0
1014,0,-1,-1.0,0,-1,-1.0
1015,0,-1,-1.0,0,-1,-1.0
1016,0,-1,-1.0,0,-1,-1.0
1017,0,-1,-1.0,0,-1,-1.0
1018,0,-1,-1.0,0,-1,-1.0
1019,0,-1,-1.0,1,205,0.9234234234234234
1020,1,216,0.972972972972973,1,185,0.8333333333333334
1021,1,196,0.8828828828828829,1,165,0.7432432432432432
1022,1,176,0.7927927927927928,1,145,0.6531531531531531
1023,1,156,0.7027027027027027,1,125,0.5630630630630631
1024,1,136,0.6126126126126126,1,105,0.47297297297297297
1025,1,116,0.5225225225225225,1,85,0.38288288288288286
1026,1,96,0.43243243243243246,1,65,0.2927927927927928
1027,1,76,0.34234234234234234,1,45,0.20270270270270271
1028,1,56,0.25225225225225223,1,25,0.11261261261261261
1029,1,36,0.16216216216216217,1,5,0.02252252252252252
1030,1,16,0.07207207207207207,0,-1,-1.0
1031,0,-1,-1.0,0,-1,-1.0
1032,0,-1,-1.0,1,215,0.9684684684684685
1033,1,30,0.13513513513513514,0,-1,-1.0
1034,1,10,0.04504504504504504,0,-1,-1.0
1035,0,-1,-1.0,0,-1,-1.0
1036,0,-1,-1.0,0,-1,-1.0
1037,0,-1,-1.0,0,-1,-1.0
1038,1,221,0.9954954954954955,1,205,0.9234234234234234
1039,1,201,0.9054054054054054,1,185,0.8333333333333334
1040,1,181,0.8153153153153153,1,165,0.7432432432432432
1041,1,161,0.7252252252252253,1,145,0.6531531531531531
1042,1,141,0.6351351351351351,1,125,0.5630630630630631
1043,1,121,0.545045045045045,1,105,0.47297297297297297
1044,1,101,0.45495495495495497,1,85,0.38288288288288286
1045,1,81,0.36486486486486486,1,65,0.2927927927927928
1046,1,61,0.2747747747747748,1,45,0.20270270270270271
1047,1,41,0.18468468468468469,1,25,0.11261261261261261
1048,1,21,0.0945945945945946,1,5,0.02252252252252252
